contig_ID,MGE_ID,cARG_ID,Distance,MGE_subtype,ARG_type,ARG_Start,ARG_End,ARG_Strand,MGE_Start,MGE_End,MGE_Strand,species,label
FDM17B_k127_244131,FDM17B_k127_244131_1,FDM17B_k127_244131_8,4091,tnpA10,tet(B),5530,6735,1,231,1439,1,s__Escherichia coli,plasmid.Proteobacteria
FDM17B_k127_244131,FDM17B_k127_244131_1,FDM17B_k127_244131_7,3386,tnpA10,tet(R),4825,5448,-1,231,1439,1,s__Escherichia coli,plasmid.Proteobacteria
FDM17B_k127_244131,FDM17B_k127_244131_1,FDM17B_k127_244131_7,3386,tnpA10,tet(R),4825,5448,-1,231,1439,1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_1,FDM26A_k127_950256_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_1,FDM26A_k127_950256_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_1,FDM26A_k127_950256_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_1,FDM26A_k127_950256_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_11,FDM26A_k127_950256_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_11,FDM26A_k127_950256_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_11,FDM26A_k127_950256_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FDM26A_k127_950256,FDM26A_k127_950256_11,FDM26A_k127_950256_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_1,FH180A_k127_98421_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_1,FH180A_k127_98421_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_1,FH180A_k127_98421_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_1,FH180A_k127_98421_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_11,FH180A_k127_98421_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_11,FH180A_k127_98421_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_11,FH180A_k127_98421_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH180A_k127_98421,FH180A_k127_98421_11,FH180A_k127_98421_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_1,FH251B_k127_251268_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_1,FH251B_k127_251268_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_1,FH251B_k127_251268_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_1,FH251B_k127_251268_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_11,FH251B_k127_251268_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_11,FH251B_k127_251268_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_11,FH251B_k127_251268_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH251B_k127_251268,FH251B_k127_251268_11,FH251B_k127_251268_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_1,FH287B_k127_824081_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_1,FH287B_k127_824081_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_1,FH287B_k127_824081_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_1,FH287B_k127_824081_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_11,FH287B_k127_824081_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_11,FH287B_k127_824081_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_11,FH287B_k127_824081_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH287B_k127_824081,FH287B_k127_824081_11,FH287B_k127_824081_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_1,FH324B_k127_288416_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_1,FH324B_k127_288416_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_1,FH324B_k127_288416_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_1,FH324B_k127_288416_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_11,FH324B_k127_288416_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_11,FH324B_k127_288416_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_11,FH324B_k127_288416_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FH324B_k127_288416,FH324B_k127_288416_11,FH324B_k127_288416_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_1,FJY29A_k127_133884_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_1,FJY29A_k127_133884_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_1,FJY29A_k127_133884_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_1,FJY29A_k127_133884_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_11,FJY29A_k127_133884_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_11,FJY29A_k127_133884_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_11,FJY29A_k127_133884_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FJY29A_k127_133884,FJY29A_k127_133884_11,FJY29A_k127_133884_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_1,FM13B_k127_179109_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_1,FM13B_k127_179109_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_1,FM13B_k127_179109_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_1,FM13B_k127_179109_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_11,FM13B_k127_179109_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_11,FM13B_k127_179109_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_11,FM13B_k127_179109_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM13B_k127_179109,FM13B_k127_179109_11,FM13B_k127_179109_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_1,FM15B_k127_263269_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_1,FM15B_k127_263269_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_1,FM15B_k127_263269_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_1,FM15B_k127_263269_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_11,FM15B_k127_263269_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_11,FM15B_k127_263269_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_11,FM15B_k127_263269_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM15B_k127_263269,FM15B_k127_263269_11,FM15B_k127_263269_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM18B_k127_476142,FM18B_k127_476142_9,FM18B_k127_476142_5,2507,IS10,tet(R),2838,3461,-1,5968,6162,-1,s__Escherichia coli,plasmid.Proteobacteria
FM18B_k127_476142,FM18B_k127_476142_9,FM18B_k127_476142_5,2507,IS10,tet(R),2838,3461,-1,5968,6162,-1,s__Escherichia coli,plasmid.Proteobacteria
FM18B_k127_476142,FM18B_k127_476142_9,FM18B_k127_476142_6,1220,IS10,tet(B),3543,4748,1,5968,6162,-1,s__Escherichia coli,plasmid.Proteobacteria
FM18B_k127_476142,FM18B_k127_476142_9,FM18B_k127_476142_6,1220,IS10,tet(B),3543,4748,1,5968,6162,-1,s__Escherichia coli,plasmid.Proteobacteria
FM2B_k127_98043,FM2B_k127_98043_9,FM2B_k127_98043_5,2507,IS10,tet(R),2352,2975,-1,5482,5676,-1,s__Escherichia coli,plasmid.Proteobacteria
FM2B_k127_98043,FM2B_k127_98043_9,FM2B_k127_98043_5,2507,IS10,tet(R),2352,2975,-1,5482,5676,-1,s__Escherichia coli,plasmid.Proteobacteria
FM2B_k127_98043,FM2B_k127_98043_9,FM2B_k127_98043_6,1220,IS10,tet(B),3057,4262,1,5482,5676,-1,s__Escherichia coli,plasmid.Proteobacteria
FM2B_k127_98043,FM2B_k127_98043_9,FM2B_k127_98043_6,1220,IS10,tet(B),3057,4262,1,5482,5676,-1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_1,FM7B_k127_191303_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_1,FM7B_k127_191303_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_1,FM7B_k127_191303_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_1,FM7B_k127_191303_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_11,FM7B_k127_191303_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_11,FM7B_k127_191303_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_11,FM7B_k127_191303_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM7B_k127_191303,FM7B_k127_191303_11,FM7B_k127_191303_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_1,FM8B_k127_38204_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_1,FM8B_k127_38204_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_1,FM8B_k127_38204_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_1,FM8B_k127_38204_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_11,FM8B_k127_38204_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_11,FM8B_k127_38204_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_11,FM8B_k127_38204_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
FM8B_k127_38204,FM8B_k127_38204_11,FM8B_k127_38204_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_1,GCH111B_k127_147120_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_1,GCH111B_k127_147120_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_1,GCH111B_k127_147120_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_1,GCH111B_k127_147120_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_11,GCH111B_k127_147120_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_11,GCH111B_k127_147120_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_11,GCH111B_k127_147120_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH111B_k127_147120,GCH111B_k127_147120_11,GCH111B_k127_147120_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_1,GCH186B_k127_236864_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_1,GCH186B_k127_236864_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_1,GCH186B_k127_236864_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_1,GCH186B_k127_236864_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_11,GCH186B_k127_236864_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_11,GCH186B_k127_236864_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_11,GCH186B_k127_236864_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH186B_k127_236864,GCH186B_k127_236864_11,GCH186B_k127_236864_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_1,GCH209B_k127_121944_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_1,GCH209B_k127_121944_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_1,GCH209B_k127_121944_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_1,GCH209B_k127_121944_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_11,GCH209B_k127_121944_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_11,GCH209B_k127_121944_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_11,GCH209B_k127_121944_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH209B_k127_121944,GCH209B_k127_121944_11,GCH209B_k127_121944_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_1,GCH212B_k127_31978_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_1,GCH212B_k127_31978_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_1,GCH212B_k127_31978_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_1,GCH212B_k127_31978_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_11,GCH212B_k127_31978_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_11,GCH212B_k127_31978_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_11,GCH212B_k127_31978_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH212B_k127_31978,GCH212B_k127_31978_11,GCH212B_k127_31978_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH221A_k127_381130,GCH221A_k127_381130_10,GCH221A_k127_381130_6,2507,tnpA10,tet(R),3449,4072,-1,6579,7691,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH221A_k127_381130,GCH221A_k127_381130_10,GCH221A_k127_381130_6,2507,tnpA10,tet(R),3449,4072,-1,6579,7691,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH221A_k127_381130,GCH221A_k127_381130_10,GCH221A_k127_381130_7,1220,tnpA10,tet(B),4154,5359,1,6579,7691,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH221A_k127_381130,GCH221A_k127_381130_10,GCH221A_k127_381130_7,1220,tnpA10,tet(B),4154,5359,1,6579,7691,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_1,GCH227B_k127_131975_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_1,GCH227B_k127_131975_8,4091,tnpA10,tet(B),4286,5491,1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_1,GCH227B_k127_131975_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_1,GCH227B_k127_131975_7,3386,tnpA10,tet(R),3581,4204,-1,1,195,1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_11,GCH227B_k127_131975_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_11,GCH227B_k127_131975_8,1220,IS10,tet(B),4286,5491,1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
GCH227B_k127_131975,GCH227B_k127_131975_11,GCH227B_k127_131975_7,2507,IS10,tet(R),3581,4204,-1,6711,6905,-1,s__Escherichia coli,plasmid.Proteobacteria
