contig_ID,MGE_ID,cARG_ID,Distance,MGE_Type,MGE_symbol,ARG,Drug_Class,Resistance_Mechanism,ARG_Start,ARG_End,ARG_Strand,MGE_Start,MGE_End,MGE_Strand,kingdom,phylum,class,order,family,genus,species,label
BKDN170793838-1A_k127_3552,BKDN170793838-1A_k127_3552_3,BKDN170793838-1A_k127_3552_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1742,2089,1,1742,2089,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793839-1A_k127_172554,BKDN170793839-1A_k127_172554_3,BKDN170793839-1A_k127_172554_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1058,1897,1,717,1064,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter portucalensis,plasmid.Proteobacteria
BKDN170793839-1A_k127_172554,BKDN170793839-1A_k127_172554_3,BKDN170793839-1A_k127_172554_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,717,1064,1,717,1064,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter portucalensis,plasmid.Proteobacteria
BKDN170793840-1A_k127_59301,BKDN170793840-1A_k127_59301_3,BKDN170793840-1A_k127_59301_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,306,1145,-1,1139,1486,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.unclassified
BKDN170793840-1A_k127_59301,BKDN170793840-1A_k127_59301_3,BKDN170793840-1A_k127_59301_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1139,1486,-1,1139,1486,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.unclassified
BKDN170793891-1A_k127_60392,BKDN170793891-1A_k127_60392_3,BKDN170793891-1A_k127_60392_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1137,1484,-1,1137,1484,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter portucalensis,plasmid.Proteobacteria
BKDN170793891-1A_k127_60392,BKDN170793891-1A_k127_60392_3,BKDN170793891-1A_k127_60392_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,304,1143,-1,1137,1484,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter portucalensis,plasmid.Proteobacteria
BKDN170793893-1A_k127_55163,BKDN170793893-1A_k127_55163_2,BKDN170793893-1A_k127_55163_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1048,1395,-1,1048,1395,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793893-1A_k127_55163,BKDN170793893-1A_k127_55163_2,BKDN170793893-1A_k127_55163_1,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,215,1054,-1,1048,1395,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793894-1A_k127_85180,BKDN170793894-1A_k127_85180_3,BKDN170793894-1A_k127_85180_2,206,qacEdelta,qacEdelta,aadA5,aminoglycoside antibiotic,antibiotic inactivation,749,1537,1,1743,2090,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793894-1A_k127_85180,BKDN170793894-1A_k127_85180_3,BKDN170793894-1A_k127_85180_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1743,2090,1,1743,2090,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793894-1A_k127_85180,BKDN170793894-1A_k127_85180_3,BKDN170793894-1A_k127_85180_1,1125,qacEdelta,qacEdelta,dfrA17,diaminopyrimidine antibiotic,antibiotic target replacement,1,618,1,1743,2090,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793894-1A_k127_85180,BKDN170793894-1A_k127_85180_3,BKDN170793894-1A_k127_85180_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2084,2923,1,1743,2090,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793895-1A_k127_339715,BKDN170793895-1A_k127_339715_3,BKDN170793895-1A_k127_339715_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1744,2091,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793895-1A_k127_339715,BKDN170793895-1A_k127_339715_3,BKDN170793895-1A_k127_339715_1,1125,qacEdelta,qacEdelta,dfrA17,diaminopyrimidine antibiotic,antibiotic target replacement,2,619,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793895-1A_k127_339715,BKDN170793895-1A_k127_339715_3,BKDN170793895-1A_k127_339715_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2085,2924,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793895-1A_k127_339715,BKDN170793895-1A_k127_339715_3,BKDN170793895-1A_k127_339715_2,206,qacEdelta,qacEdelta,aadA5,aminoglycoside antibiotic,antibiotic inactivation,750,1538,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793896-1A_k127_69917,BKDN170793896-1A_k127_69917_2,BKDN170793896-1A_k127_69917_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,858,1205,-1,858,1205,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793896-1A_k127_69917,BKDN170793896-1A_k127_69917_2,BKDN170793896-1A_k127_69917_1,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,25,864,-1,858,1205,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_3,BKDN170793898-1A_k127_66252_1,1125,qacEdelta,qacEdelta,dfrA17,diaminopyrimidine antibiotic,antibiotic target replacement,2,619,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_3,BKDN170793898-1A_k127_66252_4,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,2085,2924,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_3,BKDN170793898-1A_k127_66252_2,206,qacEdelta,qacEdelta,aadA5,aminoglycoside antibiotic,antibiotic inactivation,750,1538,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_3,BKDN170793898-1A_k127_66252_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1744,2091,1,1744,2091,1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_6,BKDN170793898-1A_k127_66252_1,2916,tniB,tniB,dfrA17,diaminopyrimidine antibiotic,antibiotic target replacement,2,619,1,3535,3672,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_6,BKDN170793898-1A_k127_66252_4,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,2085,2924,1,3535,3672,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_6,BKDN170793898-1A_k127_66252_2,1997,tniB,tniB,aadA5,aminoglycoside antibiotic,antibiotic inactivation,750,1538,1,3535,3672,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793898-1A_k127_66252,BKDN170793898-1A_k127_66252_6,BKDN170793898-1A_k127_66252_3,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1744,2091,1,3535,3672,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793899-1A_k127_16125,BKDN170793899-1A_k127_16125_2,BKDN170793899-1A_k127_16125_2,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,462,809,1,462,809,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793899-1A_k127_16125,BKDN170793899-1A_k127_16125_2,BKDN170793899-1A_k127_16125_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,803,1642,1,462,809,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793899-1A_k127_16125,BKDN170793899-1A_k127_16125_5,BKDN170793899-1A_k127_16125_2,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,462,809,1,2253,2390,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793899-1A_k127_16125,BKDN170793899-1A_k127_16125_5,BKDN170793899-1A_k127_16125_3,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,803,1642,1,2253,2390,-1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,plasmid.Proteobacteria
BKDN170793901-1A_k127_74792,BKDN170793901-1A_k127_74792_1,BKDN170793901-1A_k127_74792_1,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,195,542,1,195,542,1,k__Bacteria,p__unclassified Bacteria phylum,c__unclassified Bacteria class,o__unclassified Bacteria order,f__unclassified Bacteria family,g__unclassified Bacteria genus,s__unclassified Bacteria species,
BKDN170793902-1A_k127_83047,BKDN170793902-1A_k127_83047_1,BKDN170793902-1A_k127_83047_4,1630,transposase,tnpA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2729,3076,-1,335,1099,-1,k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus alcaliphilus,plasmid.Proteobacteria
BKDN170793902-1A_k127_83047,BKDN170793902-1A_k127_83047_1,BKDN170793902-1A_k127_83047_3,797,transposase,tnpA,sul1,sulfonamide antibiotic,antibiotic target replacement,1896,2735,-1,335,1099,-1,k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus alcaliphilus,plasmid.Proteobacteria
BKDN170793902-1A_k127_83047,BKDN170793902-1A_k127_83047_4,BKDN170793902-1A_k127_83047_4,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2729,3076,-1,2729,3076,-1,k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus alcaliphilus,plasmid.Proteobacteria
BKDN170793902-1A_k127_83047,BKDN170793902-1A_k127_83047_4,BKDN170793902-1A_k127_83047_3,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,1896,2735,-1,2729,3076,-1,k__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Paracoccaceae,g__Paracoccus,s__Paracoccus alcaliphilus,plasmid.Proteobacteria
BKDN170793903-1A_k127_177021,BKDN170793903-1A_k127_177021_3,BKDN170793903-1A_k127_177021_2,0,qacEdelta,qacEdelta,sul1,sulfonamide antibiotic,antibiotic target replacement,306,1145,-1,1139,1486,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793903-1A_k127_177021,BKDN170793903-1A_k127_177021_3,BKDN170793903-1A_k127_177021_5,1125,qacEdelta,qacEdelta,dfrA17,diaminopyrimidine antibiotic,antibiotic target replacement,2611,3228,-1,1139,1486,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793903-1A_k127_177021,BKDN170793903-1A_k127_177021_3,BKDN170793903-1A_k127_177021_3,0,qacEdelta,qacEdelta,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,1139,1486,-1,1139,1486,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793903-1A_k127_177021,BKDN170793903-1A_k127_177021_3,BKDN170793903-1A_k127_177021_4,206,qacEdelta,qacEdelta,aadA5,aminoglycoside antibiotic,antibiotic inactivation,1692,2480,-1,1139,1486,-1,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__unclassified Gammaproteobacteria order,f__unclassified Gammaproteobacteria family,g__unclassified Gammaproteobacteria genus,s__unclassified Gammaproteobacteria species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_1,BKDN170793904-1A_k127_21981_5,1925,tniA,tniA,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2192,2539,-1,1,267,-1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_1,BKDN170793904-1A_k127_21981_6,2436,tniA,tniA,aadA2,aminoglycoside antibiotic,antibiotic inactivation,2703,3482,-1,1,267,-1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_1,BKDN170793904-1A_k127_21981_4,1092,tniA,tniA,sul1,sulfonamide antibiotic,antibiotic target replacement,1359,2198,-1,1,267,-1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_1,BKDN170793904-1A_k127_21981_7,3635,tniA,tniA,dfrA12,diaminopyrimidine antibiotic,antibiotic target replacement,3902,4399,-1,1,267,-1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_2,BKDN170793904-1A_k127_21981_5,1444,tniB,tniB,qacEdelta1,disinfecting agents and antiseptics,antibiotic efflux,2192,2539,-1,611,748,1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_2,BKDN170793904-1A_k127_21981_6,1955,tniB,tniB,aadA2,aminoglycoside antibiotic,antibiotic inactivation,2703,3482,-1,611,748,1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
BKDN170793904-1A_k127_21981,BKDN170793904-1A_k127_21981_2,BKDN170793904-1A_k127_21981_4,611,tniB,tniB,sul1,sulfonamide antibiotic,antibiotic target replacement,1359,2198,-1,611,748,1,k__Bacteria,p__Pseudomonadota,c__unclassified Pseudomonadota class,o__unclassified Pseudomonadota order,f__unclassified Pseudomonadota family,g__unclassified Pseudomonadota genus,s__unclassified Pseudomonadota species,plasmid.Proteobacteria
