MGE_subtype,ARG,species,gut_locations
rep7,catA8,s__Enterococcus faecium,Feces
intI1,AAC(6')-Ib9,s__Acinetobacter seifertii,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,sul1,s__unclassified Bacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
Tn916,tet(M),s__Streptococcus pneumoniae,Feces
tnpA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,s__Jeotgalibaca sp. PTS2502,Feces
tnpA,ErmB,s__Staphylococcus aureus,Feces
tnpA,CTX-M-65,s__unclassified Enterobacteriaceae species,Feces
tnpA,CTX-M-65,s__unclassified Enterobacteriaceae species,Feces
tnpA,Mef(En2),s__Prevotella histicola,Feces
rep7,catA8,s__Enterococcus faecium,Feces
qacEdelta,qacL,s__Escherichia coli,Feces
tnpA,qacL,s__Escherichia coli,Feces
tnpA,qacL,s__Escherichia coli,Feces
qacEdelta,sul3,s__Escherichia coli,Feces
tnpA,sul3,s__Escherichia coli,Feces
tnpA,sul3,s__Escherichia coli,Feces
intI1,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
intI1,dfrA12,s__Enterobacter hormaechei,Feces
qacEdelta,dfrA12,s__Enterobacter hormaechei,Feces
qacEdelta,qacL,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,QnrS1,s__Enterobacter hormaechei,Feces
tnpA,tet(A),s__Enterobacter hormaechei,Feces
tnpA,tet(A),s__Enterobacter hormaechei,Feces
tnpA,tet(A),s__Enterobacter hormaechei,Feces
tnpA,tet(A),s__Enterobacter hormaechei,Feces
tnpA,tet(A),s__Enterobacter hormaechei,Feces
tnpA1133,APH(3'')-Ib,s__unclassified Escherichia species,Feces
tnpAN,APH(3'')-Ib,s__unclassified Escherichia species,Feces
tnpA1133,APH(6)-Id,s__unclassified Escherichia species,Feces
tnpAN,APH(6)-Id,s__unclassified Escherichia species,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,sul1,s__unclassified Bacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
IS26,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(Q),s__unclassified Bacteroides species,Feces
tnpA,tet(A),s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__unclassified Enterobacterales species,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
tniB,qacEdelta1,s__Escherichia coli,Feces
tnpA,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tniB,sul1,s__Escherichia coli,Feces
tnpA,sul1,s__Escherichia coli,Feces
tnpA,tet(45),s__Staphylococcus aureus,Feces
tnpA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,s__Staphylococcus aureus,Feces
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacL,s__Escherichia coli,Feces
tnpA,qacL,s__Escherichia coli,Feces
tnpA,qacL,s__Escherichia coli,Feces
qacEdelta,sul3,s__Escherichia coli,Feces
tnpA,sul3,s__Escherichia coli,Feces
tnpA,sul3,s__Escherichia coli,Feces
Tn916,tet(M),s__unclassified Escherichia species,Feces
repUS12,ANT(4')-Ia,s__Staphylococcus aureus,Feces
tnpA,AAC(3)-IVa,s__Klebsiella pneumoniae,Feces
tnpA,AAC(3)-IVa,s__Klebsiella pneumoniae,Feces
tnpA,APH(3')-Ia,s__Klebsiella pneumoniae,Feces
tnpA,APH(3')-Ia,s__Klebsiella pneumoniae,Feces
tnpA,APH(4)-Ia,s__Klebsiella pneumoniae,Feces
tnpA,APH(4)-Ia,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus lactis,Feces
tnpA,FosB3,s__Enterococcus faecium,Feces
intI1,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,qacL,s__Enterobacter hormaechei,Feces
tnpA,ErmF,s__Segatella copri,Feces
tnpA,OXA-347,s__Segatella copri,Feces
tnpA,tet(Q),s__unclassified Bacteroides species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,ErmX,s__Corynebacterium striatum,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
repUS12,tet(45),s__Staphylococcus aureus,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,dfrA12,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
rep21,lnuA,s__Staphylococcus aureus,Feces
IS10,tet(B),s__Escherichia coli,Feces
tnpA10,tet(B),s__Escherichia coli,Feces
IS10,tet(R),s__Escherichia coli,Feces
tnpA10,tet(R),s__Escherichia coli,Feces
tnpA,tet(Q),s__Parabacteroides goldsteinii,Feces
tnpA,tet(X),s__Parabacteroides goldsteinii,Feces
qacEdelta,ANT(2'')-Ia,s__unclassified Gammaproteobacteria species,Feces
tniB,ANT(2'')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,ANT(2'')-Ia,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tnpA,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tniB,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
tnpA,AAC(6')-IIa,s__Serratia marcescens,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,APH(3')-Ia,s__Escherichia coli,Feces
IS91,sul2,s__Salmonella enterica,Feces
IS91,sul2,s__Salmonella enterica,Feces
IS91,APH(3')-IIa,s__unclassified Enterobacteriaceae species,Feces
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,Feces
repUS12,ErmB,s__Enterococcus faecium,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecalis,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
rep7,catA8,s__Enterococcus lactis,Feces
tnpA,FosB3,s__unclassified Enterococcus species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
repUS12,ErmB,s__Enterococcus faecium,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
intI1,dfrA17,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus lactis,Feces
tnpA,fexB,s__Enterococcus cecorum,Feces
tnpA,FosB3,s__unclassified Enterococcus species,Feces
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(3')-Ia,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__unclassified Enterobacteriaceae species,Feces
tniB,qacEdelta1,s__unclassified Enterobacteriaceae species,Feces
tnpA,qacEdelta1,s__unclassified Enterobacteriaceae species,Feces
tnpA,qacEdelta1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,sul1,s__unclassified Enterobacteriaceae species,Feces
tniB,sul1,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul1,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul1,s__unclassified Enterobacteriaceae species,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
tnpA,ANT(9)-Ia,s__unclassified Lactobacillales species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
rep7,tet(K),s__Mammaliicoccus sciuri,Feces
intI1,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
intI1,arr-2,s__Enterobacter hormaechei,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
qacEdelta,qacL,s__unclassified Lysobacteraceae species,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,sul1,s__unclassified Bacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Bacteria species,Feces
rep7,spd,s__Staphylococcus aureus,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,fexA,s__Enterococcus faecium,Feces
tnpA,Mef(En2),s__Bacteroides thetaiotaomicron,Feces
tnpA,tet(45),s__Campylobacter sp. RM5004,Feces
tnpA,tet(O),s__Campylobacter sp. RM5004,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,sul1,s__unclassified Bacteria species,Feces
tnpA,ANT(4')-Ia,s__unclassified Staphylococcus species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,s__Enterococcus cecorum,Feces
tnpA,ANT(9)-Ia,s__Staphylococcus aureus,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,sul1,s__unclassified Bacteria species,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
tnpA,fexA,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
IS10,tet(B),s__Escherichia coli,Feces
tnpA10,tet(B),s__Escherichia coli,Feces
IS10,tet(R),s__Escherichia coli,Feces
tnpA10,tet(R),s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
IS91,sul2,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(3')-Ia,s__Salmonella enterica,Feces
tnpA,AAC(3)-IVa,s__Salmonella enterica,Feces
tnpA,tet(45),s__Campylobacter jejuni,Feces
tnpA,tet(O),s__Campylobacter jejuni,Feces
tnpA,TEM-1,s__unclassified Klebsiella species,Feces
tnpA,FosB3,s__unclassified Enterococcus species,Feces
tnpA,cfrA,s__Lysinibacillus capsici,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonas species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonas species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonas species,Feces
qacEdelta,sul1,s__unclassified Pseudomonas species,Feces
tniB,sul1,s__unclassified Pseudomonas species,Feces
tnpA,sul1,s__unclassified Pseudomonas species,Feces
rep7,catA8,s__Enterococcus lactis,Feces
intI1,ANT(2'')-Ia,s__Pseudomonas sp. Z003-0.4C(8344-21),Feces
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),Feces
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),Feces
IS10,tet(B),s__Escherichia coli,Feces
tnpA10,tet(B),s__Escherichia coli,Feces
IS10,tet(R),s__Escherichia coli,Feces
tnpA10,tet(R),s__Escherichia coli,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,catB3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,ErmB,s__Staphylococcus aureus,Feces
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3')-Ia,s__Escherichia coli,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,FosB3,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,poxtA,s__Ligilactobacillus salivarius,Feces
tnpA,ErmF,s__Sphingobacterium sp. BN32,Feces
tnpA,EstT,s__Sphingobacterium sp. BN32,Feces
tnpA,OXA-347,s__Sphingobacterium sp. BN32,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
tnpA,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,dfrA12,s__unclassified Pseudomonadota species,Feces
tnpA,dfrA12,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,sul1,s__unclassified Pseudomonadota species,Feces
IS91,sul2,s__Salmonella enterica,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,TEM-1,s__Actinobacillus porcitonsillarum,Feces
tnpA,TEM-1,s__Actinobacillus porcitonsillarum,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,APH(3'')-Ib,s__Bacteroides salyersiae,Feces
tnpA,APH(6)-Id,s__Bacteroides salyersiae,Feces
tnpA,tet(A),s__Bacteroides salyersiae,Feces
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,Feces
intI1,AAC(6')-Ib-cr6,s__Escherichia coli,Feces
intI1,OXA-1,s__Escherichia coli,Feces
intI1,arr-2,s__Escherichia coli,Feces
intI1,catB3,s__Escherichia coli,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
tnpA,lsaE,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA1133,APH(3'')-Ib,s__Escherichia coli,Feces
tnpA1133,APH(6)-Id,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,dfrA1,s__Escherichia coli,Feces
IS10,tet(B),s__Escherichia coli,Feces
tnpA10,tet(B),s__Escherichia coli,Feces
IS10,tet(R),s__Escherichia coli,Feces
tnpA10,tet(R),s__Escherichia coli,Feces
intI1,AAC(6')-Ib-cr6,s__Escherichia coli,Feces
intI1,OXA-1,s__Escherichia coli,Feces
tnpA,OXA-10,s__Escherichia coli,Feces
intI1,arr-2,s__Escherichia coli,Feces
tnpA,arr-2,s__Escherichia coli,Feces
intI1,catB3,s__Escherichia coli,Feces
tnpA,catB3,s__Escherichia coli,Feces
intI1,cmlA5,s__Escherichia coli,Feces
tnpA,cmlA5,s__Escherichia coli,Feces
tnpA,dfrA14,s__Escherichia coli,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,aadA2,s__Klebsiella pneumoniae,Feces
tnpA,dfrA12,s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,mphA,s__unclassified Enterobacteriaceae species,Feces
tnpA,mphA,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
tniB,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
tniB,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tniB,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(Q),s__unclassified Bacteroides species,Feces
tnpA,lnuG,s__Staphylococcus aureus,Feces
intI1,aadA2,s__Escherichia coli,Feces
intI1,dfrA12,s__Escherichia coli,Feces
intI1,linG,s__Escherichia coli,Feces
tnpA,APH(3')-Ia,s__unclassified Enterobacteriaceae species,Feces
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,Feces
IS91,sul2,s__Salmonella enterica,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Gammaproteobacteria species,Feces
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,Feces
tnpA,EstT,s__Parabacteroides goldsteinii,Feces
tnpA,EstT,s__Parabacteroides goldsteinii,Feces
tnpA,OXA-347,s__Parabacteroides goldsteinii,Feces
tnpA,OXA-347,s__Parabacteroides goldsteinii,Feces
rep7,catA8,s__Enterococcus faecium,Feces
IS10,tet(B),s__Escherichia coli,Feces
tnpA10,tet(B),s__Escherichia coli,Feces
IS10,tet(R),s__Escherichia coli,Feces
tnpA10,tet(R),s__Escherichia coli,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus thermophilus,Feces
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),Feces
tnpA,tet(C),s__Pseudomonas sp. Z003-0.4C(8344-21),Feces
tnpA,fexA,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus lactis,Feces
intI1,ANT(2'')-Ia,s__Escherichia coli,Feces
tnpA,FosB3,s__unclassified Enterococcus species,Feces
tnpA,cfrA,s__Parabacteroides goldsteinii,Feces
tnpA,cfrA,s__Parabacteroides goldsteinii,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonas species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonas species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonas species,Feces
qacEdelta,sul1,s__unclassified Pseudomonas species,Feces
tniB,sul1,s__unclassified Pseudomonas species,Feces
tnpA,sul1,s__unclassified Pseudomonas species,Feces
Tn916,clcD,s__Clostridium sp. C1,Feces
intI1,ANT(2'')-Ia,s__Escherichia coli,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus lactis,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tniB,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,cfrA,s__Parabacteroides goldsteinii,Feces
